numero_registro;marca;bula_pdf;fonte_pagina;praga_nome_comum;praga_nome_cientifico;dose_min;dose_max;dose_unidade;volume_calda_min;volume_calda_max;volume_calda_unidade;num_max_aplicacoes;intervalo_aplicacao;culturas;n_registros;fonte_trecho;status;ok_humano (S/N);correcao
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Erva-palha;Blainvillea latifolia;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Erva-palha (Blainvillea latifolia) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Erva-quente;Spermacoce latifolia;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Erva-quente (Spermacoce latifolia) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Falsa-serralha;Emilia sonchifolia;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Falsa-serralha (Emilia sonchifolia) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Joá-de-capote;Nicandra physaloides;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Joá-de-capote (Nicandra physaloides) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Malva-de-espinho;Malachra fasciata;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Malva-de-espinho (Malachra fasciata) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Mentrasto;Ageratum conyzoides;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Mentrasto (Ageratum conyzoides) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Nabo;Raphanus raphanistrum;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Nabo (Raphanus raphanistrum) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Picão-branco;Galinsoga parviflora;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Picão-branco (Galinsoga parviflora) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Picão-preto;Bidens pilosa;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Picão-preto (Bidens pilosa) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Poaia-branca;Richardia brasiliensis;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Poaia-branca (Richardia brasiliensis) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
10420;Lactofem 240 EC Agrilean;10420.pdf;3;Trapoeraba;Commelina benghalensis;0.5;0.7;L/ha;;;;1;;Soja;1;SOJA | Trapoeraba (Commelina benghalensis) | 0,5 a 0,7 (L/ha do p.c.) | Aplicação Terrestre: 100-300 L/ha Aplicação Aérea: 30-50 L/ha | 1;validado;;
1098;Counter 150 G;1098.pdf;3;Bicho-mineiro-do-café;Leucoptera coffeella;;;;;;;;;Café;1;Bicho-mineiro-do-café(1) Leucoptera coffeella | (nota 1: controle indireto, sem dose própria);manual_review;;
1098;Counter 150 G;1098.pdf;3;Cigarra-do-cafeeiro;Quesada gigas;10.0;13.0;g/cova;;;;;;Café;1;Café | Cigarra-do-cafeeiro Quesada gigas | 10 a 13 g/cova | 1,5 a 2,0 g/cova;manual_review;;
1098;Counter 150 G;1098.pdf;3;Cupins;Heterotermes tenuis;16.0;20.0;kg/ha;;;;;;Cana-de-açúcar;1;Cupins Heterotermes tenuis | 16 a 20 kg/ha | 2,5 a 3,0 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Moleque-da-bananeira ou Broca-do-rizoma;Cosmopolites sordidus;2.0;2.0;g/isca;;;;;a cada 30 dias;Banana;1;Banana | ... | 2,0 g/isca | 0,3 g/cova | Preparar iscas atrativas tipo queijo, no mínimo 60 iscas/ha.;manual_review;;
1098;Counter 150 G;1098.pdf;3;Moleque-da-bananeira ou Broca-do-rizoma;Cosmopolites sordidus;13.0;13.0;g/cova;;;;;a cada 4 meses;Banana;1;Banana | Moleque-da-bananeira ou Broca-do-rizoma Cosmopolites sordidus | 13 g/cova | 1,95 g/cova;manual_review;;
1098;Counter 150 G;1098.pdf;3;Moleque-da-bananeira ou Broca-do-rizoma;Cosmopolites sordidus;20.0;20.0;g/cova;;;;3;;Banana;1;Banana | ... | 20 g/cova | 3,0 g/cova | Bananal em produção: Aplicar 3 vezes ao ano.;manual_review;;
1098;Counter 150 G;1098.pdf;3;Mosca-branca;Bemisia tabaci;13.0;13.0;kg/ha;;;;;;Feijão;1;Mosca-branca | 13 kg/ha | 1,95 kg/ha | Bemisia tabaci ... cobrindo com terra a seguir.;validado;;
1098;Counter 150 G;1098.pdf;3;Mosca-branca;Bemisia tabaci raça B;10.0;10.0;kg/ha;;;;;;Feijão;1;Feijão | Mosca-branca Bemisia tabaci raça B | 10 kg/ha | 1,5 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Nematoide reniforme;Rotylenchulus reniformis;20.0;27.0;kg/ha;;;;;;Algodão;1;Nematoide reniforme Rotylenchulus reniformis | 20 a 27 kg/ha | 3,0 a 4,0 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Nematoide-carvenícola;Radopholus similis;20.0;20.0;g/cova;;;;3;;Banana;1;Nematoide-carvenícola Radopholus similis | 20 g/cova | 3,0 g/cova;manual_review;;
1098;Counter 150 G;1098.pdf;3;Nematoide-das-galhas;Meloidogyne exigua;13.0;20.0;g/cova;;;;;;Café;1;Nematoide-das-galhas Meloidogyne exigua Meloidogyne incognita | 13 a 20 g/cova | 1,95 a 3,0 g/cova;manual_review;;
1098;Counter 150 G;1098.pdf;3;Nematoide-das-galhas;Meloidogyne incognita;13.0;20.0;g/cova;;;;;;Café;1;Nematoide-das-galhas Meloidogyne exigua Meloidogyne incognita | 13 a 20 g/cova | 1,95 a 3,0 g/cova;manual_review;;
1098;Counter 150 G;1098.pdf;3;Nematoide-das-galhas;Meloidogyne incognita;20.0;20.0;kg/ha;;;;;;Cana-de-açúcar;1;Cana-de-açúcar | Nematoide-das-galhas Meloidogyne javanica Meloidogyne incognita | 20 kg/ha | 3 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Nematoide-das-galhas;Meloidogyne javanica;20.0;20.0;kg/ha;;;;;;Cana-de-açúcar;1;Cana-de-açúcar | Nematoide-das-galhas Meloidogyne javanica Meloidogyne incognita | 20 kg/ha | 3 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Nematoide-das-lesões;Pratylenchus zeae;;;;;;;;;Cana-de-açúcar;1;Nematoide-das-lesões Pratylenchus zeae | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;3;Percevejo-castanho;Scaptocoris castanea;13.0;20.0;kg/ha;;;;;;Algodão;1;Percevejo-castanho Scaptocoris castanea | 13 a 20 kg/ha | 1,95 a 3,0 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Pulgão-das-inflorescências;Aphis gossypii;;;;;;;;;Algodão;1;Pulgão-das-inflorescências Aphis gossypii | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;3;Tripes;Frankliniella schultzei;13.0;13.0;kg/ha;;;;;;Algodão;1;Algodão | Tripes Frankliniella schultzei | 13 kg/ha | 1,95 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;3;Tripes-do-bronzeamento;Enneothrips flavens;13.0;13.0;kg/ha;;;;;;Amendoim;1;Amendoim | Tripes-do-bronzeamento Enneothrips flavens | 13 kg/ha | 1,95 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;4;Cigarrinha do milho;Dalbulus maidis;13.0;13.0;kg/ha;;;;;;Milho;1;Cigarrinha do milho(2) Dalbulus maidis | 13 kg/ha | 1,95 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;4;Cigarrinha-verde;Empoasca kraemeri;;;;;;;;;Feijão;1;Cigarrinha-verde Empoasca kraemeri |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Cupim;Proconitermes triacifer;;;;;;;;;Milho;1;Cupim Syntermes molestus Proconitermes triacifer |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Cupim;Syntermes molestus;;;;;;;;;Milho;1;Cupim Syntermes molestus Proconitermes triacifer |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Lagarta-rosca;Agrotis ipsilon;13.0;13.0;kg/ha;;;;;;Milho;1;Milho | Lagarta-rosca Agrotis ipsilon | 13 kg/ha | 1,95 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;4;Larva-alfinete;Diabrotica speciosa;;;;;;;;;Milho;1;Larva-alfinete Diabrotica speciosa |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Nematoide-do-cisto;Heterodera glycines;10.0;20.0;kg/ha;;;;;;Soja;1;Soja | Nematoide-do-cisto Heterodera glycines | 10 a 20 kg/ha | 1,5 a 3,0 kg/ha;validado;;
1098;Counter 150 G;1098.pdf;4;Nematóide-das-lesões;Pratylenchus brachyurus;;;;;;;;;Feijão;1;Nematóide-das-lesões Pratylenchus brachyurus |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Percevejo-castanho;Scaptocoris castanea;;;;;;;;;Milho;1;Percevejo-castanho Scaptocoris castanea |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Tripes-do-fumo;Thrips tabaci;;;;;;;;;Feijão;1;Tripes-do-fumo Thrips tabaci |  |  | (dose não informada na tabela);manual_review;;
1098;Counter 150 G;1098.pdf;4;Vaquinha-verde-amarela;Diabrotica speciosa;;;;;;;;;Feijão;1;Vaquinha-verde-amarela Diabrotica speciosa |  |  | (dose não informada na tabela);manual_review;;
112;Rajer;112.pdf;4;Buva;Conyza bonariensis;80.0;80.0;g/ha;;;;;;Soja;1;MANEJO DAS PLANTAS DANINHAS | Buva | Conyza bonariensis | 80 g/ha;validado;;
112;Rajer;112.pdf;4;Calopogônio;Calopogonium mucunoides;60.0;80.0;g/ha;;;;1;;Soja;1;Calopogônio | Calopogonium mucunoides | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Carrapicho-de-carneiro;Acanthospermum hispidum;60.0;80.0;g/ha;;;;1;;Soja;1;Carrapicho-de-carneiro | Acanthospermum hispidum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Carrapicho-rasteiro;Acanthospermum australe;60.0;80.0;g/ha;;;;1;;Soja;1;Carrapicho-rasteiro | Acanthospermum australe | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Caruru;Amaranthus viridis;60.0;80.0;g/ha;;;;1;;Soja;1;Caruru | Amaranthus viridis | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Caruru-roxo;Amaranthus hybridus;60.0;80.0;g/ha;;;;1;;Soja;1;Caruru-roxo | Amaranthus hybridus | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Cheirosa;Hyptis suaveolens;60.0;80.0;g/ha;;;;1;;Soja;1;Cheirosa | Hyptis suaveolens | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Corda-de-viola;Ipomoea aristolochiaefolia;60.0;80.0;g/ha;;;;1;;Soja;1;Corda-de-viola | Ipomoea aristolochiaefolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Corda-de-viola;Ipomoea grandifolia;60.0;80.0;g/ha;;;;1;;Soja;1;Corda-de-viola | Ipomoea grandifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Desmódio;Desmodium tortuosum;60.0;80.0;g/ha;;;;1;;Soja;1;Desmódio | Desmodium tortuosum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Erva-de-touro;Tridax procumbens;60.0;80.0;g/ha;;;;1;;Soja;1;Erva-de-touro | Tridax procumbens | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Erva-palha;Blainvillea latifolia;60.0;80.0;g/ha;;;;1;;Soja;1;Erva-palha | Blainvillea latifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Erva-quente;Spermacoce latifolia;60.0;80.0;g/ha;;;;1;;Soja;1;Erva-quente | Spermacoce latifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Estrelinha;Melampodium perfoliatum;60.0;80.0;g/ha;;;;1;;Soja;1;Estrelinha | Melampodium perfoliatum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Falsa-serralha;Emilia sonchifolia;60.0;80.0;g/ha;;;;1;;Soja;1;Falsa-serralha | Emilia sonchifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Fazendeiro;Hyptis lophanta;60.0;80.0;g/ha;;;;1;;Soja;1;Fazendeiro | Hyptis lophanta | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Fedegoso-branco;Senna obtusifolia;60.0;80.0;g/ha;;;;1;;Soja;1;Fedegoso-branco | Senna obtusifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Feijão-miúdo;Vigna unguiculata;60.0;80.0;g/ha;;;;1;;Soja;1;Feijão-miúdo | Vigna unguiculata | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Leiteira;Euphorbia heterophylla;60.0;80.0;g/ha;;;;1;;Soja;1;Leiteira | Euphorbia heterophylla | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Losna-branca;Parthenium hysterophorus;60.0;80.0;g/ha;;;;1;;Soja;1;Losna-branca | Parthenium hysterophorus | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Maria-mole;Senecio brasiliensis;40.0;40.0;g/ha;;;;;;Soja;1;MANEJO DAS PLANTAS DANINHAS | Maria-mole | Senecio brasiliensis | 40 g/ha;validado;;
112;Rajer;112.pdf;4;Mentrasto;Ageratum conyzoides;60.0;80.0;g/ha;;;;1;;Soja;1;Mentrasto | Ageratum conyzoides | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Nabiça, Nabo;Raphanus raphanistrum;60.0;80.0;g/ha;;;;1;;Soja;1;Nabiça, Nabo | Raphanus raphanistrum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Nabo, Nabiça;Raphanus sativus;40.0;40.0;g/ha;;;;;;Soja;1;MANEJO DAS PLANTAS DANINHAS | Nabo, Nabiça | Raphanus sativus | 40 g/ha;validado;;
112;Rajer;112.pdf;4;Picão-branco;Galinsoga parviflora;60.0;80.0;g/ha;;;;1;;Soja;1;Picão-branco | Galinsoga parviflora | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Picão-preto;Bidens pilosa;60.0;80.0;g/ha;;;;1;;Soja;1;Picão-preto | Bidens pilosa | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;4;Trapoerada;Commelina benghalensis;60.0;80.0;g/ha;;;;1;;Soja;1;Trapoerada | Commelina benghalensis | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal) 20 a 40 (aérea);validado;;
112;Rajer;112.pdf;5;Apaga-fogo;Alternanthera tenella;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Apaga-fogo | Alternanthera tenella | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Apaga-fogo;Alternanthera tenella;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Apaga-fogo | Alternanthera tenella | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Apaga-fogo;Alternanthera tenella;60.0;80.0;g/ha;;;;1;;Eucalipto,Pinus;2;EUCALIPTO, PINUS | Apaga-fogo | Alternanthera tenella | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Beldroega;Portulaca oleracea;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Beldroega | Portulaca oleracea | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Beldroega;Portulaca oleracea;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Beldroega | Portulaca oleracea | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Carrapicho-de-carneiro;Acanthospermum hispidum;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Carrapicho-de-carneiro | Acanthospermum hispidum | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Carrapicho-de-carneiro;Acanthospermum hispidum;60.0;80.0;g/ha;;;;1;;Eucalipto,Pinus;2;EUCALIPTO, PINUS | Carrapicho-de-carneiro | Acanthospermum hispidum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Caruru-roxo;Amaranthus hybridus;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Caruru-roxo | Amaranthus hybridus | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Corda-de-viola;Ipomoea grandifolia;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Corda-de-viola | Ipomoea grandifolia | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Corda-de-viola;Ipomoea grandifolia;60.0;80.0;g/ha;;;;1;;Eucalipto,Pinus;2;EUCALIPTO, PINUS | Corda-de-viola | Ipomoea grandifolia | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Corda-de-viola;Ipomoea purpurea;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Corda-de-viola | Ipomoea purpurea | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Corda-de-viola;Ipomoea purpurea;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Corda-de-viola | Ipomoea purpurea | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Nabiça, Nabo;Raphanus raphanistrum;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Nabiça, Nabo | Raphanus raphanistrum | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Nabiça, Nabo;Raphanus raphanistrum;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Nabiça, Nabo | Raphanus raphanistrum | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Nabiça, Nabo;Raphanus raphanistrum;60.0;80.0;g/ha;;;;1;;Eucalipto,Pinus;2;EUCALIPTO, PINUS | Nabiça, Nabo | Raphanus raphanistrum | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Picão-preto;Bidens pilosa;40.0;80.0;g/ha;;;;1;;Citros;1;CITROS | Picão-preto | Bidens pilosa | 40 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Picão-preto;Bidens pilosa;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Picão-preto | Bidens pilosa | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Picão-preto;Bidens pilosa;60.0;80.0;g/ha;;;;1;;Eucalipto,Pinus;2;EUCALIPTO, PINUS | Picão-preto | Bidens pilosa | 60 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
112;Rajer;112.pdf;5;Trapoerada;Commelina benghalensis;50.0;80.0;g/ha;;;;1;;Café;1;CAFÉ | Trapoerada | Commelina benghalensis | 50 - 80 g/ha | 1 | 100 a 300 (terrestre tratorizada) 400 a 600 (terrestre manual costal);validado;;
